time,trunk_id,jam_duration,tree_size,tree_cost
0,79,1,3,1.7721
0,892,1,2,1.58235
0,957,1,3,0.322724
0,1048,1,3,0.861143
0,1121,1,2,0.543732
0,1270,1,3,0.784675
0,3306,1,2,0.465112
0,3978,1,2,0.622434
0,4968,1,2,0.892455
0,5046,1,4,2.07147
0,5316,1,2,0.530349
0,5379,1,2,1.5325
0,9487,1,3,3.06976
0,9694,1,2,0.212676
0,9789,1,2,0.208521
0,9889,1,2,1.30608
0,10060,1,3,1.72971
0,10297,1,2,0.358839
0,10448,1,2,0.707964
0,10562,1,3,1.33256
0,10575,1,2,1.33629
0,10611,1,3,0.898897
0,10616,1,2,0.971297
0,10724,1,2,0.267029
0,10796,1,11,1.73394
0,11458,1,2,0.543666
0,11486,1,2,0.724572
0,11588,1,2,0.567057
0,12373,1,4,1.17833
0,13188,1,2,0.247683
0,13347,1,2,0.4861
0,13863,1,2,0.545505
0,14245,1,2,0.502111
0,14714,1,3,1.46827
0,15424,1,2,0.448875
0,16337,1,2,0.93654
0,16753,1,2,0.452793
0,17621,1,2,1.07296
0,18192,1,2,0.252657
0,19613,1,9,0.797549
0,19718,1,2,0.113811
0,20219,1,6,1.75203
0,20248,1,2,0.382337
0,20552,1,2,0.115383
0,20673,1,2,0.97231
0,20811,1,2,0.943627
0,21316,1,5,4.25126
0,21507,1,6,7.16601
0,21740,1,2,0.603194
0,21816,1,4,2.69197
0,21934,1,2,0.914065
0,22151,1,7,3.3717
0,22269,1,3,2.21575
0,24043,1,2,0.362563
0,24484,1,5,0.470694
0,24725,1,3,0.902274
0,25091,1,3,1.82036
0,25098,1,4,1.64276
0,27088,1,2,4.02389
0,27092,1,3,12.33
0,27236,1,3,1.45253
0,27258,1,2,1.26434
0,27836,1,2,0.714735
0,28105,1,2,0.945543
0,29256,1,3,0.381878
0,29665,1,4,0.771276
0,30473,1,3,1.3692
0,30479,1,2,1.36366
0,30705,1,2,0.227782
0,30984,1,2,1.53376
0,30986,1,6,3.69866
0,31691,1,3,3.04315
0,31744,1,15,7.94862
0,31760,1,4,2.88658
0,32277,1,3,0.9032
0,32284,1,2,0.464724
0,32551,1,7,0.857205
0,33472,1,2,1.30348
0,33522,1,2,1.42162
0,33580,1,5,2.1572
0,34376,1,2,0.377343
0,37245,1,4,1.1808
0,37278,1,2,1.65168
0,38247,1,6,4.43235
0,38248,1,3,4.39437
0,38986,1,3,1.65234
0,39222,1,3,0.791984
0,39346,1,3,0.47421
0,39558,1,2,0.372952
0,41200,1,2,0.526714
0,44141,1,2,0.95728
0,44989,1,2,10.2649
0,46579,1,8,15.2405
0,46769,1,3,3.10715
0,47003,1,2,0.509028
0,47252,1,4,0.80587
0,48507,1,5,6.51845
0,49219,1,5,1.93343
1,79,2,3,1.7721
1,892,2,2,1.58632
1,957,2,3,0.242383
1,1121,2,2,0.498006
1,1126,1,2,0.649665
1,1270,2,3,0.784675
1,3306,2,2,0.465112
1,3978,2,2,0.603017
1,4131,1,2,14.1761
1,4336,1,2,0.0703515
1,4338,1,2,0.0436881
1,4818,1,2,0.706791
1,5316,2,2,0.530349
1,5330,1,2,0.304484
1,9094,1,2,19.2496
1,9137,1,2,13.7045
1,9426,1,2,8.41866
1,9487,2,3,3.06976
1,9597,1,2,0.233518
1,9889,2,2,1.30608
1,9892,1,2,1.3945
1,9934,1,2,0.591238
1,10060,2,2,0.946551
1,10166,1,3,1.24552
1,10206,1,6,0.689359
1,10310,1,3,0.613634
1,10448,2,2,0.453307
1,10468,1,5,1.64704
1,10497,2,3,0.141944
1,10611,2,5,1.89615
1,10714,2,3,0.0789809
1,10763,2,2,0.372594
1,10861,1,2,0.791532
1,11133,1,2,0.43046
1,11482,1,3,1.05101
1,11588,2,2,0.549675
1,11757,1,2,1.1914
1,12372,2,3,0.786661
1,12728,1,2,0.597987
1,12788,1,2,0.451812
1,13099,1,2,0.478989
1,13188,2,2,0.247683
1,13347,2,2,0.4861
1,13833,1,4,1.65673
1,14714,2,3,1.46827
1,14959,1,2,0.230998
1,16337,2,3,1.30371
1,17064,1,2,0.0647235
1,17621,2,2,0.605593
1,17831,1,2,0.518387
1,17938,2,9,3.09486
1,19233,1,2,0.210803
1,19352,1,4,0.636839
1,20219,2,6,1.75203
1,20527,1,2,1.19984
1,21024,2,2,1.5297
1,21316,2,5,4.13374
1,21490,2,2,0.307338
1,21507,2,6,7.42142
1,21740,2,2,0.603194
1,21816,2,4,2.68985
1,22151,2,3,1.07381
1,22269,2,3,2.21575
1,24043,2,2,0.362563
1,24054,1,4,1.03855
1,24299,1,3,1.57993
1,24725,2,3,0.902274
1,25091,2,3,1.82036
1,25098,2,2,1.3285
1,26034,1,2,0.074099
1,27092,2,3,12.33
1,27236,2,3,1.45253
1,27258,2,2,1.26434
1,27836,2,2,0.588929
1,27887,2,6,2.25838
1,27951,1,3,1.01259
1,28105,2,2,1.3373
1,28199,1,2,0.0324998
1,28200,1,4,0.103763
1,28229,1,2,0.479614
1,28394,1,2,2.88812
1,29186,1,2,0.471296
1,29256,2,3,0.381878
1,29665,2,4,0.771276
1,30226,1,2,31.6787
1,30319,1,3,12.8151
1,30472,1,2,0.154382
1,30545,1,18,3.49271
1,30548,1,17,3.51357
1,30607,1,6,4.41778
1,30687,1,3,2.78713
1,30869,1,2,0.907978
1,30918,1,6,1.73274
1,30948,2,10,2.29381
1,30960,1,2,1.1975
1,30966,1,16,4.97416
1,30984,2,3,2.93287
1,30986,2,5,9.18255
1,31033,2,2,0.372771
1,31060,2,2,0.909352
1,31061,2,5,3.39598
1,31083,1,3,1.1445
1,31090,1,2,1.7393
1,31103,1,18,4.16337
1,31226,2,3,1.82396
1,31425,2,4,1.56213
1,31467,2,2,1.55316
1,31491,1,2,1.92561
1,31507,1,2,0.688606
1,31564,2,2,0.362814
1,31577,2,3,0.616248
1,31740,1,2,0.620238
1,31760,2,3,0.606204
1,32131,2,14,2.24258
1,32174,1,2,0.574599
1,32284,2,2,0.464724
1,32391,1,6,1.04704
1,32400,1,2,0.694576
1,33522,2,3,1.83887
1,34376,2,2,0.377343
1,34703,1,3,1.22051
1,36422,1,2,0.220429
1,37197,1,4,1.2226
1,37245,2,13,3.33479
1,37390,1,3,0.661831
1,37629,1,4,1.24864
1,38590,1,5,2.82569
1,38930,1,2,1.74249
1,38986,2,2,0.581308
1,39185,1,3,0.446926
1,39222,2,3,0.791984
1,39346,2,3,0.532057
1,39867,1,2,0.38409
1,41200,2,2,0.526714
1,42471,1,3,0.777126
1,43998,1,2,5.84834
1,44141,2,2,0.95728
1,44155,1,2,0.566068
1,44507,1,2,0.639536
1,44919,1,6,2.15402
1,45966,1,2,0.735791
1,46555,1,2,3.76718
1,46579,2,6,8.68004
1,46730,1,2,0.873114
1,46769,2,3,3.10715
1,46869,1,2,2.03928
1,47252,2,4,0.80587
1,48726,1,2,0.533009
1,49025,1,5,2.13552
1,49219,2,5,1.87657
2,892,3,2,1.58632
2,957,3,3,0.242383
2,2720,1,3,1.39707
2,3940,1,3,0.663008
2,4131,2,2,14.1761
2,4336,2,2,0.0707938
2,4338,2,2,0.0436881
2,4818,2,2,0.706791
2,5061,2,3,2.70124
2,5236,1,2,0.360871
2,5364,1,2,1.58792
2,7196,2,3,0.562126
2,7988,1,2,0.750843
2,9094,2,2,16.3437
2,9124,1,6,47.6173
2,9125,2,2,1.45789
2,9130,1,3,4.86593
2,9138,2,2,18.3638
2,9297,1,2,8.01325
2,9564,2,2,1.10248
2,9716,1,2,0.308827
2,9822,1,3,0.862752
2,10166,2,2,0.973528
2,10206,2,2,0.596694
2,10453,1,2,3.50194
2,10468,2,5,1.64704
2,10497,3,3,0.252109
2,10532,1,5,3.33905
2,10763,3,2,0.267455
2,10773,1,2,1.19442
2,10912,1,2,0.191385
