time,trunk_id,jam_duration,tree_size,tree_cost
0,105,1,3,0.479439
0,360,1,3,0.425526
0,404,1,6,2.08559
0,676,1,2,0.913878
0,697,1,4,2.18552
0,698,1,2,0.308982
0,738,1,4,0.841429
0,774,1,2,0.523176
0,1044,1,2,0.297368
0,1062,1,6,0.632924
0,1342,1,3,0.17138
0,1494,1,2,1.01164
0,1686,1,2,0.165093
0,1732,1,6,1.02705
0,1883,1,2,0.276056
0,2119,1,2,0.151141
0,2271,1,11,0.820253
0,2346,1,2,0.119545
0,2347,1,2,0.110874
0,2369,1,2,0.18869
0,2387,1,3,0.54486
0,2448,1,2,0.693576
0,2514,1,2,0.321699
0,2627,1,3,0.364719
0,2655,1,2,0.322605
0,3131,1,2,0.0658583
0,3305,1,8,1.18431
0,3432,1,2,0.566254
0,3555,1,4,0.244557
0,3720,1,2,0.142533
0,3829,1,3,1.3715
0,3834,1,2,0.183379
0,3933,1,10,1.23234
0,3980,1,7,1.35648
0,4071,1,6,0.698439
0,4138,1,3,0.48896
0,4232,1,3,2.48265
0,4283,1,2,4.92028
0,4327,1,4,1.48217
0,4559,1,2,1.08625
0,4624,1,2,0.218049
0,4863,1,2,0.151183
0,5095,1,2,0.0806416
0,5111,1,8,0.505418
0,5119,1,2,0.966608
0,5125,1,6,0.670441
0,5187,1,4,0.493206
0,5249,1,2,0.22343
0,5423,1,2,10.6498
0,5591,1,3,0.0996083
0,5652,1,2,4.62871
0,6047,1,3,0.517057
0,6415,1,2,0.103737
0,6536,1,16,2.53423
0,6721,1,2,0.162914
0,6857,1,5,0.564495
0,7098,1,6,0.839342
0,7332,1,4,0.573163
0,7364,1,2,3.12678
0,7450,1,3,0.0486511
0,7515,1,2,0.570241
0,7552,1,9,0.797492
0,7554,1,6,0.760952
0,7699,1,5,0.876746
0,7923,1,9,0.582455
0,8453,1,3,0.221124
0,8467,1,5,0.643169
0,8672,1,2,0.158103
0,8748,1,2,0.737685
0,9044,1,2,0.131832
0,9054,1,3,0.638609
0,9219,1,9,0.852747
0,9311,1,3,0.0681489
0,9337,1,3,0.137401
0,9718,1,2,0.171282
0,10033,1,3,0.396773
0,10217,1,2,0.998364
0,10464,1,4,0.69774
0,10510,1,5,0.843483
0,10661,1,6,0.859848
0,10750,1,8,1.02513
0,11251,1,2,1.16475
0,11264,1,2,0.261056
0,11370,1,4,0.359931
0,11477,1,4,0.921115
0,11670,1,2,0.211058
0,11738,1,2,0.0967306
0,11783,1,3,1.14314
0,11979,1,2,0.186309
0,12091,1,2,0.463122
0,12142,1,2,0.11115
0,12155,1,2,0.0643915
0,12464,1,2,0.380482
0,12506,1,2,0.340217
0,12604,1,4,1.97168
0,12644,1,2,0.144666
0,12756,1,4,0.296767
0,12766,1,6,0.370019
0,12813,1,3,6.68152
0,13008,1,6,0.373661
0,13119,1,2,0.975366
0,13233,1,2,0.18757
0,13243,1,4,0.340091
0,13254,1,10,0.510236
0,13262,1,2,0.0412742
0,13275,1,3,0.375596
0,13336,1,3,0.469637
0,13368,1,3,1.10911
0,13416,1,17,2.37274
0,13421,1,3,0.114119
0,13443,1,3,1.62328
0,13444,1,9,4.41539
0,13476,1,2,0.0635144
0,13599,1,3,0.649433
0,13636,1,2,0.191725
0,13691,1,4,0.364691
0,13697,1,3,0.542863
0,13749,1,2,0.685981
0,13766,1,7,2.13367
0,13851,1,6,4.65835
0,13855,1,2,0.433058
0,13956,1,2,0.216343
0,14013,1,2,0.305824
0,14019,1,2,0.283291
0,14029,1,3,0.308025
0,14046,1,2,1.62091
0,14086,1,2,0.429639
0,14253,1,23,1.43137
0,14266,1,3,0.71412
0,14308,1,18,2.33816
0,14371,1,6,1.15551
0,14393,1,5,0.970965
0,14407,1,2,0.139989
0,14415,1,3,0.254506
0,14433,1,2,0.195723
0,14461,1,3,0.499297
0,14509,1,2,0.380879
0,14518,1,7,3.02914
0,14589,1,2,1.3087
0,14592,1,3,0.816544
0,14659,1,2,0.234306
0,14719,1,7,0.769231
0,15034,1,3,0.299662
0,15128,1,4,0.557641
0,15264,1,27,3.82734
0,15355,1,3,1.65686
0,15478,1,3,0.292064
0,15531,1,2,0.211135
0,15570,1,2,0.504466
0,15608,1,3,0.811885
0,15670,1,3,0.46306
0,15803,1,4,0.457065
0,15941,1,2,0.363671
0,16019,1,2,0.198287
0,16033,1,2,1.63812
0,16073,1,2,0.219657
0,16157,1,6,0.85495
0,16178,1,2,0.0639222
0,16200,1,2,0.288254
0,16365,1,5,5.22456
0,16393,1,10,18.2877
0,16402,1,2,0.140625
0,16424,1,6,1.62958
0,16452,1,3,0.0671965
0,16476,1,7,6.2015
0,16505,1,3,0.348443
0,16511,1,2,0.0989196
0,16597,1,2,0.121972
0,16608,1,24,0.664831
0,16613,1,24,0.666599
0,16614,1,2,1.36716
0,16618,1,4,1.67925
0,16638,1,2,0.342475
0,16656,1,2,0.853845
0,16688,1,5,0.422654
0,16843,1,4,1.31361
0,16975,1,3,0.925605
0,17031,1,24,0.716281
0,17044,1,5,0.764002
0,17121,1,4,0.507436
0,17195,1,2,0.269376
0,17221,1,2,0.244994
0,17247,1,4,0.875116
0,17294,1,5,1.32531
0,17432,1,6,29.4899
0,17523,1,2,0.20663
0,17526,1,3,0.641088
0,17529,1,2,0.23232
0,17790,1,2,0.165791
0,17809,1,2,0.231244
0,17853,1,2,1.02312
0,17879,1,2,0.317612
0,17905,1,2,0.192182
0,17991,1,18,8.83874
0,18060,1,12,0.301859
0,18107,1,3,1.08373
0,18180,1,4,1.2283
0,18237,1,2,0.337125
0,18284,1,4,1.47904
0,18285,1,4,0.838066
0,18313,1,2,0.219796
0,18341,1,2,0.402026
0,18383,1,2,0.535022
0,18463,1,6,0.520487
0,18662,1,6,0.905392
0,18696,1,2,0.584389
0,18752,1,4,0.603588
0,18800,1,7,0.904242
0,18803,1,4,2.19385
0,18857,1,2,0.343461
0,19021,1,5,0.793007
0,19023,1,2,0.202164
0,19025,1,2,0.231865
0,19077,1,28,2.32291
0,19141,1,2,0.660551
0,19145,1,3,0.449301
0,19231,1,6,0.443491
0,19234,1,5,0.504123
0,19348,1,2,0.811549
0,19360,1,2,0.590386
0,19447,1,3,0.328382
0,19458,1,2,0.297493
0,19542,1,3,0.866806
