time,trunk_id,jam_duration,tree_size,tree_cost
0,59,1,5,0.772394
0,253,1,2,1.21561
0,259,1,3,0.460241
0,450,1,8,3.09497
0,608,1,3,0.436116
0,700,1,2,0.766995
0,859,1,3,0.926194
0,864,1,3,0.0840642
0,974,1,3,1.40338
0,1002,1,3,0.0807925
0,1315,1,3,7.56221
0,1732,1,3,0.938516
0,1899,1,3,0.799947
0,2262,1,3,0.779271
0,2295,1,2,0.451239
0,2380,1,5,0.715663
0,2472,1,2,0.881426
0,2690,1,2,2.29165
0,2731,1,8,1.64631
0,2857,1,2,0.49424
0,3219,1,3,0.468447
0,3221,1,3,2.25718
0,3894,1,4,1.55103
0,3957,1,3,0.549652
0,4371,1,3,0.136963
0,4560,1,2,0.229266
0,4728,1,3,1.02632
0,4821,1,2,0.20685
0,4852,1,14,6.50771
0,4906,1,2,1.04983
0,5234,1,3,2.80548
0,5237,1,4,4.497
0,5246,1,16,7.43402
0,5317,1,7,1.02185
0,5336,1,3,6.53348
0,5443,1,2,1.10484
0,5446,1,2,0.780098
0,5711,1,2,1.83924
0,5748,1,2,0.134058
0,6048,1,3,0.501787
0,6358,1,2,0.0210897
0,6545,1,2,0.451672
0,6603,1,2,0.114428
0,6785,1,2,1.34598
0,6916,1,2,0.0899313
0,6968,1,2,0.430646
0,7286,1,8,2.10735
0,7495,1,2,1.7245
0,7524,1,3,1.07058
0,7621,1,2,0.46708
0,7675,1,2,0.377296
0,7784,1,4,3.09377
0,7811,1,2,0.487442
0,7816,1,2,0.746269
0,7980,1,3,2.45851
0,8034,1,3,1.1796
0,8125,1,3,1.1482
0,8134,1,2,0.623759
0,8245,1,3,1.17699
0,8390,1,2,0.549346
0,8411,1,5,1.49685
0,9037,1,3,3.28349
0,9040,1,2,1.27321
0,9046,1,2,0.421184
0,9093,1,2,0.893007
0,9124,1,2,0.948081
0,9126,1,7,1.55106
0,9563,1,3,0.336798
0,9970,1,2,1.64593
0,10038,1,2,0.0447614
0,10275,1,2,0.0865247
0,10703,1,3,0.205056
0,10787,1,2,2.4391
0,10976,1,2,0.693766
0,10990,1,6,0.508571
0,11103,1,3,2.23233
0,11113,1,4,4.24894
0,11136,1,2,0.785933
0,11462,1,2,0.0959799
0,11471,1,2,0.688072
0,11673,1,6,1.44651
0,11732,1,2,1.58335
0,11921,1,2,0.62406
0,12077,1,2,1.06068
0,12107,1,3,0.524981
0,12345,1,4,2.20031
0,12346,1,4,0.412938
0,12623,1,5,1.81755
0,12672,1,4,0.624636
0,12798,1,5,1.12584
0,13045,1,5,7.22713
0,13069,1,2,0.830269
0,13110,1,2,0.211369
0,13185,1,3,1.40883
0,13393,1,2,3.43827
0,13497,1,3,1.41129
0,13788,1,2,2.02873
0,13949,1,2,0.074149
0,13987,1,2,0.413645
0,14367,1,2,0.176202
0,14398,1,2,1.54693
0,14591,1,2,0.0758606
0,14808,1,2,0.930498
0,15101,1,2,0.407385
0,15250,1,3,0.764158
0,15266,1,3,0.838241
0,15391,1,3,0.23856
0,15431,1,3,0.54901
0,15484,1,2,0.643235
0,15494,1,2,3.02615
0,15514,1,2,0.213653
0,15680,1,2,0.0560404
0,15774,1,2,0.521531
0,15776,1,3,0.245056
0,15840,1,3,0.490744
0,16012,1,3,0.20102
0,16079,1,2,0.307301
0,16358,1,3,0.674181
0,16728,1,2,1.04822
0,16780,1,2,0.606239
0,17099,1,3,1.50021
0,17132,1,2,1.07934
0,17137,1,5,1.61286
0,17173,1,2,0.741218
0,17321,1,2,0.299351
0,17573,1,4,1.05367
0,18007,1,2,0.678062
0,18008,1,7,3.08066
0,18079,1,3,0.504228
0,18226,1,2,0.322193
0,18574,1,2,0.153073
0,18721,1,2,0.948879
0,18813,1,3,0.161654
0,18952,1,2,0.965669
0,18979,1,2,0.714758
0,19047,1,2,4.15166
