time,trunk_id,jam_duration,tree_size,tree_cost
0,169,1,4,5.52981
0,718,1,4,6.75342
0,859,1,4,1.65923
0,878,1,2,0.50666
0,881,1,2,0.963049
0,1975,1,4,1.17116
0,2338,1,4,5.49313
0,2592,1,9,7.25786
0,2725,1,2,2.09871
0,2732,1,3,2.33033
0,3442,1,4,3.13234
0,3787,1,6,6.65578
0,3793,1,6,6.50188
0,3844,1,2,3.75961
0,3887,1,8,7.40243
0,3992,1,3,2.8103
0,4292,1,3,9.52491
0,4314,1,5,2.16534
0,4315,1,4,3.92029
0,4316,1,5,2.50312
0,4395,1,7,6.75099
0,4447,1,2,1.66608
0,4562,1,5,2.61025
0,4710,1,3,2.31618
0,4717,1,3,2.60954
0,4775,1,2,1.55355
0,4809,1,2,1.10179
0,4835,1,2,2.38828
0,5098,1,4,2.39268
0,5190,1,2,1.78716
0,5192,1,2,1.72987
0,5272,1,4,2.35383
0,5276,1,4,3.18437
0,5383,1,4,2.10745
0,7469,1,2,4.90833
0,9100,1,2,4.46669
0,9876,1,2,0.678847
0,10196,1,2,0.67201
0,10716,1,2,12.1525
0,10874,1,2,1.29681
0,11670,1,4,2.01491
0,13098,1,2,1.65303
0,13164,1,3,1.22407
0,13233,1,2,2.7688
0,13536,1,2,1.00511
0,13738,1,7,89.7054
0,15643,1,2,3.59156
0,16698,1,3,2.89665
0,16821,1,2,1.23896
0,16850,1,3,0.574401
0,17071,1,2,2.13326
0,17099,1,2,0.457977
0,17163,1,3,2.56303
0,17846,1,2,6.76746
0,17866,1,3,2.34275
0,18287,1,2,1.36377
0,20405,1,2,2.23295
0,20504,1,2,1.18642
0,21320,1,3,3.77753
0,21380,1,4,5.65861
0,21410,1,2,1.70236
0,21642,1,3,9.49716
0,21742,1,4,2.08939
0,21748,1,2,1.76268
0,21835,1,2,0.457362
0,22023,1,4,2.41994
0,22075,1,3,1.31214
0,22170,1,2,3.97485
0,22617,1,4,1.39459
0,22629,1,2,1.33241
0,22631,1,2,0.569335
0,23331,1,3,0.500823
0,23332,1,3,0.58825
0,23576,1,3,3.20889
0,23730,1,5,1.57211
0,23755,1,5,1.4866
0,23917,1,2,2.91714
0,24254,1,2,1.05486
0,24275,1,2,0.730945
0,24332,1,3,1.0386
0,24376,1,4,1.93272
0,24506,1,4,1.7668
0,24866,1,3,2.52621
0,24867,1,2,0.920224
0,25962,1,2,1.45808
0,26278,1,2,0.718753
0,27770,1,4,4.93678
0,28174,1,3,0.963032
0,28285,1,4,2.53307
0,28428,1,7,3.3296
0,28481,1,3,1.60614
0,28505,1,2,8.20353
0,28915,1,5,3.95477
0,29260,1,4,6.08162
0,29361,1,2,1.00433
0,29551,1,3,1.2239
0,30335,1,2,0.735135
0,31041,1,2,2.06319
0,31157,1,2,2.12288
0,32160,1,5,2.9274
0,32796,1,3,1.35322
0,33018,1,4,1.10637
0,33046,1,2,2.68574
0,33335,1,4,2.28159
0,33343,1,2,2.75002
0,33349,1,3,0.735145
0,33353,1,5,12.1973
0,33369,1,2,2.27289
0,33520,1,5,2.9952
0,33620,1,3,1.17445
0,33654,1,2,1.79482
0,33741,1,5,9.48259
0,33900,1,2,0.63866
0,34435,1,2,0.661003
0,35701,1,2,2.28147
0,36492,1,3,9.08196
0,37630,1,5,2.45346
0,37749,1,3,1.58393
0,38886,1,2,0.133865
0,39875,1,2,1.63324
0,39880,1,3,2.11294
0,39887,1,2,1.47498
0,40548,1,2,0.285953
0,41102,1,2,0.691191
0,41651,1,3,5.76468
0,41918,1,6,3.26287
0,42282,1,2,1.45413
0,42414,1,4,10.9973
0,43013,1,2,1.92833
0,43259,1,2,0.697705
0,43310,1,2,0.440996
0,43711,1,5,3.38732
0,43799,1,3,2.02337
0,44021,1,2,1.88859
0,44311,1,2,2.37292
0,44399,1,2,1.37194
0,45623,1,2,2.15504
0,46092,1,3,0.814688
0,46760,1,2,3.79958
0,46962,1,3,4.2432
0,47553,1,4,2.22243
0,47554,1,2,1.17057
0,47585,1,2,6.44615
0,47752,1,3,0.767173
0,47753,1,6,2.59081
0,47754,1,6,2.37443
0,48241,1,5,2.65318
0,48432,1,6,11.1174
0,48932,1,3,30.8657
0,48984,1,3,2.33553
0,49133,1,3,21.408
0,49834,1,3,0.705266
0,49993,1,6,82.3077
0,50386,1,2,1.69177
0,50398,1,2,0.121558
0,50428,1,7,7.54384
0,51563,1,2,0.571303
0,51750,1,2,1.40482
0,51751,1,2,0.641036
0,51758,1,2,0.833567
0,52209,1,2,11.6346
0,53175,1,4,0.817218
0,53324,1,3,3.05598
0,53364,1,3,1.72523
0,53518,1,2,0.923273
0,53755,1,2,0.952411
0,55143,1,2,1.02409
0,56526,1,2,2.22055
0,57122,1,2,1.34743
0,57965,1,2,0.662877
0,58485,1,2,1.76659
0,58730,1,6,33.5554
0,58820,1,2,6.72569
0,58894,1,2,1.69158
0,59760,1,3,1.72891
0,59791,1,2,0.281679
0,59880,1,2,1.05824
0,60034,1,2,0.253081
0,60146,1,3,1.31928
0,60163,1,2,3.05202
0,60171,1,2,0.616459
0,60175,1,4,1.73532
0,60681,1,2,1.09684
0,60699,1,2,1.16147
0,60729,1,2,0.984504
0,60852,1,2,0.725354
0,61210,1,2,1.45189
0,61269,1,2,0.742675
0,61508,1,2,8.2963
0,61553,1,5,2.73209
0,62008,1,3,1.08175
0,62089,1,3,20.8492
0,63005,1,5,14.4849
0,63235,1,3,60.1398
0,63292,1,3,1.57178
0,63375,1,2,1.60603
0,63536,1,2,0.426861
0,63570,1,2,0.59173
0,63653,1,3,0.666156
0,63679,1,4,1.00706
0,63705,1,2,0.726021
0,63806,1,3,1.72307
0,64468,1,3,2.18136
0,64961,1,2,2.145
